"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.307460084E2,-2.200487580E1,-4.793113549E1,8.457709298E2,1.319999981E1,2.400000000E1,3.798727512E0,2.500000000E0
6.317460084E2,-2.200476871E1,-4.793108387E1,8.449782140E2,1.331999969E1,2.400000000E1,3.793135405E0,2.500000000E0
6.327460084E2,-2.200465908E1,-4.793103160E1,8.443833750E2,1.319999981E1,2.410000038E1,3.799116850E0,2.500000000E0
6.337460084E2,-2.200455450E1,-4.793098191E1,8.439421003E2,1.263000011E1,2.470000076E1,3.790092468E0,2.500000000E0
6.347460084E2,-2.200445326E1,-4.793092558E1,8.432080909E2,1.194999981E1,2.910000038E1,3.797891140E0,2.500000000E0
6.357460084E2,-2.200436535E1,-4.793086517E1,8.427951128E2,1.156999969E1,3.579999924E1,3.797446489E0,2.500000000E0
6.367460084E2,-2.200427691E1,-4.793080698E1,8.421171231E2,1.146000004E1,2.679999924E1,3.798779726E0,2.500000000E0
6.377460084E2,-2.200417923E1,-4.793076415E1,8.413754369E2,1.147999954E1,1.750000000E1,3.807740450E0,2.558190107E0
6.387460084E2,-2.200407954E1,-4.793072923E1,8.407358123E2,1.148999977E1,1.760000038E1,3.806976795E0,2.500000000E0
6.397460084E2,-2.200398389E1,-4.793069150E1,8.400041407E2,1.159000015E1,2.110000038E1,3.800798416E0,2.500000000E0
6.407460084E2,-2.200388717E1,-4.793064712E1,8.394311533E2,1.155000019E1,2.350000000E1,3.797056675E0,2.500000000E0
6.417460084E2,-2.200379407E1,-4.793060180E1,8.392937092E2,1.118999958E1,2.389999962E1,3.800894499E0,2.500000000E0
6.427460084E2,-2.200370441E1,-4.793055792E1,8.396779932E2,1.043000031E1,2.470000076E1,3.798987150E0,2.500000000E0
6.437460084E2,-2.200362417E1,-4.793051743E1,8.399179878E2,9.489999771E0,2.560000038E1,3.824288607E0,2.500000000E0
6.447460084E2,-2.200355121E1,-4.793047472E1,8.400958413E2,8.840000153E0,3.250000000E1,3.836194038E0,2.595486879E0
6.457460084E2,-2.200348980E1,-4.793042716E1,8.402727049E2,8.130000114E0,3.650000000E1,3.805786610E0,2.543748617E0
6.467460084E2,-2.200342735E1,-4.793039040E1,8.408226289E2,7.679999828E0,2.360000038E1,3.793847561E0,2.500000000E0
6.477460084E2,-2.200336316E1,-4.793037834E1,8.416588383E2,7.389999866E0,2.299999952E0,3.793201923E0,2.744263649E0
6.487460084E2,-2.200330062E1,-4.793039234E1,8.419351410E2,7.369999886E0,3.392000122E2,3.801326752E0,2.727270603E0
6.497460084E2,-2.200324806E1,-4.793043627E1,8.417753156E2,7.400000095E0,3.142000122E2,3.793477774E0,2.584264278E0
6.507460084E2,-2.200321567E1,-4.793049914E1,8.419113979E2,7.579999924E0,2.887999878E2,3.810716152E0,2.564482212E0
6.517460084E2,-2.200321165E1,-4.793056948E1,8.412076267E2,7.730000019E0,2.635000000E2,3.792848110E0,2.500000000E0
6.527460084E2,-2.200323546E1,-4.793063945E1,8.404924843E2,7.670000076E0,2.430000000E2,3.793646574E0,2.500000000E0
6.537460084E2,-2.200325907E1,-4.793070849E1,8.402658663E2,7.179999828E0,2.533999939E2,3.802566528E0,2.500000000E0
6.547460084E2,-2.200326462E1,-4.793077237E1,8.404331749E2,6.480000019E0,2.760000000E2,3.813843727E0,2.500000000E0
6.557460084E2,-2.200325123E1,-4.793082951E1,8.407794430E2,5.860000134E0,2.923999939E2,3.797117710E0,2.500000000E0
6.567460084E2,-2.200323320E1,-4.793087856E1,8.408584926E2,5.030000210E0,2.940000000E2,3.805225849E0,2.500000000E0
6.577460084E2,-2.200321879E1,-4.793092227E1,8.409387542E2,4.940000057E0,2.872000122E2,3.790092468E0,2.500000000E0
6.587460084E2,-2.200320617E1,-4.793097096E1,8.411011739E2,5.590000153E0,2.880000000E2,3.809204340E0,2.500000000E0
6.597460084E2,-2.200318857E1,-4.793102385E1,8.410958772E2,6.590000153E0,2.907999878E2,3.801680803E0,2.500000000E0
6.607460084E2,-2.200316514E1,-4.793109003E1,8.411655513E2,7.829999924E0,2.902999878E2,3.800245523E0,2.500000000E0
6.617460084E2,-2.200313917E1,-4.793116620E1,8.412252292E2,8.729999542E0,2.903999939E2,3.800872326E0,2.500000000E0
6.627460084E2,-2.200311115E1,-4.793125144E1,8.411991037E2,9.659999847E0,2.898999939E2,3.794396639E0,2.500000000E0
6.637460084E2,-2.200308381E1,-4.793134636E1,8.417674718E2,1.042000008E1,2.860000000E2,3.793678761E0,2.500000000E0
6.647460084E2,-2.200306363E1,-4.793144336E1,8.414834206E2,1.030000019E1,2.812000122E2,3.792366743E0,2.747355223E0
6.657460084E2,-2.200304880E1,-4.793154026E1,8.411236822E2,9.789999962E0,2.791000061E2,3.792363167E0,2.826097488E0
6.667460084E2,-2.200303673E1,-4.793163240E1,8.411975301E2,9.310000420E0,2.781000061E2,3.792852640E0,2.855179071E0
6.677460084E2,-2.200302625E1,-4.793171990E1,8.409207855E2,9.100000381E0,2.781000061E2,3.793083906E0,3.165233374E0
6.687460084E2,-2.200301386E1,-4.793180636E1,8.409445780E2,8.989999771E0,2.785000000E2,3.792116165E0,3.377601862E0
6.697460084E2,-2.200300222E1,-4.793189477E1,8.412025032E2,8.890000343E0,2.777999878E2,3.795315027E0,3.502512217E0
6.707460084E2,-2.200299156E1,-4.793197686E1,8.412077347E2,8.569999695E0,2.775000000E2,3.799388647E0,3.347325325E0
6.717460084E2,-2.200298169E1,-4.793205533E1,8.415844214E2,8.069999695E0,2.780000000E2,3.793009520E0,3.298398018E0
6.727460084E2,-2.200297091E1,-4.793212931E1,8.417023142E2,7.480000019E0,2.786000061E2,3.792506695E0,3.292146683E0
6.737460084E2,-2.200296211E1,-4.793219490E1,8.423990532E2,6.070000172E0,2.790000000E2,3.792844057E0,3.166493177E0
6.747460084E2,-2.200295498E1,-4.793224545E1,8.423115935E2,4.389999866E0,2.786000061E2,3.792659521E0,3.048393011E0
6.757460084E2,-2.200295322E1,-4.793228308E1,8.424592224E2,3.180000067E0,2.730000000E2,3.801828384E0,2.939469576E0
6.767460084E2,-2.200295783E1,-4.793230785E1,8.425611776E2,2.210000038E0,2.596000061E2,3.797636271E0,2.882139683E0
6.777460084E2,-2.200296507E1,-4.793232404E1,8.424581647E2,1.450000048E0,2.493000031E2,3.827725649E0,2.768412113E0
6.787460084E2,-2.200296463E1,-4.793232327E1,8.424587744E2,0.000000000E0,NaN,3.804665089E0,2.500000000E0
6.797460084E2,-2.200296463E1,-4.793232327E1,8.424587744E2,0.000000000E0,NaN,3.805011034E0,2.500000000E0
6.807460084E2,-2.200296697E1,-4.793232496E1,8.428995708E2,7.699999809E-1,2.456999969E2,3.837582111E0,2.500000000E0
6.817460084E2,-2.200296307E1,-4.793231554E1,8.430666764E2,1.179999948E0,2.376999969E2,3.846685648E0,2.500000000E0
6.827460084E2,-2.200295712E1,-4.793230383E1,8.432606361E2,1.379999995E0,2.261000061E2,3.845419884E0,2.500000000E0
6.837460084E2,-2.200295026E1,-4.793229414E1,8.434896330E2,1.250000000E0,2.126999969E2,3.849958897E0,2.500000000E0
6.847460084E2,-2.200294189E1,-4.793228347E1,8.436390399E2,1.169999957E0,1.998999939E2,3.804107666E0,2.500000000E0
6.857460084E2,-2.200293183E1,-4.793227705E1,8.440645760E2,9.200000167E-1,1.871000061E2,3.848814249E0,2.500000000E0
6.867460084E2,-2.200292540E1,-4.793227634E1,8.439744914E2,7.599999905E-1,1.835000000E2,3.818236113E0,2.500000000E0
6.877460084E2,-2.200292088E1,-4.793227764E1,8.436578455E2,5.400000215E-1,1.853999939E2,3.804486036E0,2.500000000E0
6.887460084E2,-2.200291513E1,-4.793227749E1,8.433343628E2,6.899999976E-1,1.881000061E2,3.801220894E0,2.500000000E0
6.897460084E2,-2.200291573E1,-4.793227752E1,8.433303341E2,0.000000000E0,NaN,3.800581694E0,2.500000000E0
6.907460084E2,-2.200291573E1,-4.793227752E1,8.433303341E2,0.000000000E0,NaN,3.804446220E0,2.500000000E0
6.917460084E2,-2.200291573E1,-4.793227752E1,8.433303341E2,0.000000000E0,NaN,3.805684566E0,2.500000000E0
6.927460084E2,-2.200291573E1,-4.793227752E1,8.433303341E2,0.000000000E0,NaN,3.800207615E0,2.500000000E0
