"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.014094914E0,2.924515009E-1,2.209803313E-1,7.435751557E-1
8.016201580E0,2.851211429E-1,2.075413018E-1,7.423534393E-1
8.018308195E0,2.753472924E-1,1.928805560E-1,7.411317229E-1
8.020414809E0,2.643517256E-1,1.782197952E-1,7.362447977E-1
8.022521424E0,2.496909797E-1,1.574503928E-1,7.276926637E-1
8.024628039E0,2.313650399E-1,1.379027218E-1,7.203623056E-1
8.026734653E0,2.105956376E-1,1.134681329E-1,7.081450224E-1
8.028841268E0,1.861610413E-1,8.536835015E-2,6.947059631E-1
8.030947882E0,1.556178033E-1,5.726857483E-2,6.788234711E-1
8.033054497E0,1.201876476E-1,2.306014486E-2,6.617192626E-1
8.035161164E0,8.109229803E-2,-1.359174121E-2,6.421716213E-1
8.037267778E0,4.199695215E-2,-5.024362728E-2,6.238456368E-1
8.039374393E0,-5.650499370E-3,-8.933897316E-2,6.042979956E-1
8.041481007E0,-5.329795182E-2,-1.320995092E-1,5.847502947E-1
8.043587622E0,-9.972367436E-2,-1.711948514E-1,5.676460862E-1
8.045694237E0,-1.461493969E-1,-2.102901936E-1,5.517635942E-1
8.047800851E0,-1.876882017E-1,-2.493855506E-1,5.383245945E-1
8.049907466E0,-2.255618125E-1,-2.848156989E-1,5.285507441E-1
8.052014080E0,-2.561050653E-1,-3.178023994E-1,5.199986696E-1
8.054120747E0,-2.805396616E-1,-3.434587121E-1,5.151117444E-1
8.056227362E0,-2.952004075E-1,-3.654498458E-1,5.138899684E-1
8.058333976E0,-3.025307953E-1,-3.862192631E-1,5.151117444E-1
8.060440591E0,-3.037525117E-1,-3.996582925E-1,5.212203860E-1
8.062547205E0,-2.964221239E-1,-4.118755758E-1,5.309942365E-1
8.064653820E0,-2.780961990E-1,-4.179842174E-1,5.480984449E-1
8.066760434E0,-2.573267817E-1,-4.228711426E-1,5.652026534E-1
8.068867049E0,-2.304487377E-1,-4.228711426E-1,5.859720111E-1
8.070973664E0,-1.986837685E-1,-4.192059636E-1,6.116283536E-1
8.073080278E0,-1.644753367E-1,-4.130973220E-1,6.385064125E-1
8.075186893E0,-1.266017258E-1,-4.069886506E-1,6.690496206E-1
8.077293507E0,-8.750637621E-2,-3.935496211E-1,7.020363212E-1
8.079400122E0,-4.474584386E-2,-3.801106215E-1,7.362447977E-1
8.081506789E0,-6.872228812E-3,-3.630063832E-1,7.716749310E-1
8.083613403E0,3.711003438E-2,-3.459021747E-1,8.071050644E-1
8.085720018E0,8.109229803E-2,-3.239110410E-1,8.462004066E-1
8.087826632E0,1.201876476E-1,-3.019199073E-1,8.852958083E-1
8.089933247E0,1.641699076E-1,-2.713766694E-1,9.243911505E-1
8.092039862E0,2.008218020E-1,-2.432768941E-1,9.622647166E-1
8.094146476E0,2.350302190E-1,-2.115119249E-1,1.000138402E0
8.096253091E0,2.643517256E-1,-1.834121495E-1,1.035568476E0
8.098359705E0,2.924515009E-1,-1.540906429E-1,1.069776893E0
8.100466372E0,3.144426346E-1,-1.308777779E-1,1.101541877E0
8.102572987E0,3.303251266E-1,-1.015562713E-1,1.129641652E0
8.104679601E0,3.413206935E-1,-7.834340632E-2,1.156519771E0
8.106786216E0,3.498727977E-1,-5.879573524E-2,1.178510904E0
8.108892830E0,3.559814394E-1,-4.046979174E-2,1.200502038E0
8.110999445E0,3.584249020E-1,-2.092211880E-2,1.217606187E0
8.113106059E0,3.572031856E-1,-2.596175298E-3,1.233488679E0
8.115212674E0,3.535379767E-1,1.695149764E-2,1.244484305E0
8.117319289E0,3.462076187E-1,2.916879393E-2,1.253036380E0
8.119425903E0,3.352120519E-1,4.016435891E-2,1.260366797E0
8.121532570E0,3.229947388E-1,5.115992576E-2,1.262810230E0
8.123639132E0,3.071122766E-1,5.971203372E-2,1.259145021E0
8.125745799E0,2.838993967E-1,6.093376130E-2,1.253036380E0
8.127852414E0,2.631300092E-1,6.948586553E-2,1.244484305E0
8.129959028E0,2.399171442E-1,6.948586553E-2,1.228601813E0
8.132065643E0,2.105956376E-1,6.215549260E-2,1.213940978E0
8.134172257E0,1.824958473E-1,6.459894776E-2,1.196836829E0
8.136278872E0,1.507308781E-1,6.215549260E-2,1.176067472E0
8.138385487E0,1.214093715E-1,5.971203372E-2,1.154076338E0
8.140492101E0,8.720094711E-2,4.871646687E-2,1.130863428E0
8.142598716E0,5.543597788E-2,3.772090003E-2,1.103985429E0
8.144705382E0,2.244928107E-2,2.672533318E-2,1.077107310E0
8.146811997E0,-1.053741761E-2,8.399390616E-3,1.045342326E0
8.148918612E0,-4.108065739E-2,-6.261364091E-3,1.013577342E0
8.151025226E0,-7.406735420E-2,-1.970038936E-2,9.793689847E-1
8.153131841E0,-1.033888608E-1,-3.802633286E-2,9.463822842E-1
8.155238455E0,-1.302669197E-1,-6.001746282E-2,9.121738076E-1
8.157345070E0,-1.583666950E-1,-7.834340632E-2,8.767436743E-1
8.159451684E0,-1.815795600E-1,-9.789107740E-2,8.400917649E-1
8.161558351E0,-2.072358727E-1,-1.162170246E-1,8.022181988E-1
8.163664914E0,-2.280052751E-1,-1.345429718E-1,7.655662894E-1
8.165771528E0,-2.463312149E-1,-1.553123742E-1,7.301361561E-1
8.167878195E0,-2.622137070E-1,-1.724165827E-1,6.947059631E-1
8.169984757E0,-2.756527364E-1,-1.907425225E-1,6.592758298E-1
8.172091424E0,-2.842048407E-1,-2.054032832E-1,6.250674129E-1
8.174198039E0,-2.964221239E-1,-2.176205814E-1,5.933024287E-1
8.176304653E0,-3.000873327E-1,-2.273944169E-1,5.615374446E-1
8.178411268E0,-3.049742281E-1,-2.383899838E-1,5.346593857E-1
8.180517882E0,-3.049742281E-1,-2.469420880E-1,5.102248192E-1
8.182624497E0,-3.049742281E-1,-2.493855506E-1,4.882336855E-1
8.184731112E0,-3.049742281E-1,-2.530507445E-1,4.711294472E-1
8.186837778E0,-3.013090491E-1,-2.518289983E-1,4.576904476E-1
8.188944393E0,-2.976438701E-1,-2.457203567E-1,4.479165971E-1
8.191051007E0,-2.927569449E-1,-2.383899838E-1,4.442514181E-1
8.193157570E0,-2.854265571E-1,-2.273944169E-1,4.430296719E-1
8.195264237E0,-2.793179154E-1,-2.127336562E-1,4.454731345E-1
8.197370851E0,-2.707658112E-1,-1.895207912E-1,4.528035223E-1
8.199477466E0,-2.622137070E-1,-1.687513888E-1,4.613556266E-1
8.201584080E0,-2.573267817E-1,-1.430950761E-1,4.747946560E-1
8.203690695E0,-2.487746775E-1,-1.186604798E-1,4.894554019E-1
8.205797309E0,-2.402225733E-1,-9.178243577E-2,5.053378940E-1
8.207903976E0,-2.341139317E-1,-6.001746282E-2,5.248855352E-1
8.210010591E0,-2.255618125E-1,-2.947422490E-2,5.432115197E-1
8.212117205E0,-2.182314396E-1,5.955931731E-3,5.639809370E-1
8.214223820E0,-2.133445293E-1,3.405570984E-2,5.835285783E-1
8.216330434E0,-2.072358727E-1,7.192932814E-2,6.042979956E-1
8.218437049E0,-2.047924101E-1,1.098029464E-1,6.275108457E-1
8.220543664E0,-1.986837685E-1,1.427896470E-1,6.482802629E-1
8.222650278E0,-1.937968582E-1,1.843284518E-1,6.690496206E-1
8.224756893E0,-1.925751269E-1,2.185368687E-1,6.873756051E-1
8.226863507E0,-1.913533956E-1,2.527453005E-1,7.093667388E-1
8.228970174E0,-1.913533956E-1,2.893971801E-1,7.252492309E-1
8.231076789E0,-1.901316643E-1,3.223838806E-1,7.386882305E-1
8.233183403E0,-1.937968582E-1,3.529271185E-1,7.545707226E-1
8.235290018E0,-1.950185746E-1,3.798051775E-1,7.680097222E-1
8.237396632E0,-1.974620372E-1,4.030180275E-1,7.777835727E-1
8.239503247E0,-2.035706937E-1,4.250091612E-1,7.887791395E-1
8.241609862E0,-2.060141414E-1,4.433351159E-1,7.961094975E-1
8.243716476E0,-2.109010667E-1,4.616610706E-1,8.009964228E-1
8.245823091E0,-2.145662606E-1,4.763218164E-1,8.058833480E-1
8.247929757E0,-2.170097083E-1,4.922043085E-1,8.058833480E-1
8.250036372E0,-2.194531709E-1,4.983129501E-1,8.107702732E-1
8.252142934E0,-2.218966335E-1,5.056433082E-1,8.095485568E-1
8.254249601E0,-2.243400961E-1,5.117519498E-1,8.071050644E-1
8.256356216E0,-2.267835438E-1,5.154171586E-1,8.034399152E-1
8.258462830E0,-2.243400961E-1,5.154171586E-1,7.997747064E-1
8.260569445E0,-2.243400961E-1,5.166388750E-1,7.961094975E-1
8.262676059E0,-2.231183648E-1,5.154171586E-1,7.912226319E-1
8.264782674E0,-2.231183648E-1,5.105302334E-1,7.851139307E-1
8.266889341E0,-2.218966335E-1,5.044215918E-1,7.790052891E-1
8.268995903E0,-2.206749022E-1,4.983129501E-1,7.680097222E-1
8.271102518E0,-2.231183648E-1,4.860956371E-1,7.594576478E-1
8.273209132E0,-2.218966335E-1,4.812087417E-1,7.496837974E-1
8.275315747E0,-2.243400961E-1,4.689914286E-1,7.423534393E-1
8.277422414E0,-2.231183648E-1,4.592176080E-1,7.301361561E-1
8.279529028E0,-2.267835438E-1,4.482220411E-1,7.191405892E-1
8.281635643E0,-2.280052751E-1,4.311178327E-1,7.057015300E-1
8.283742257E0,-2.316704690E-1,4.115701318E-1,6.959276795E-1
8.285848872E0,-2.328922004E-1,3.908007443E-1,6.837103963E-1
8.287955487E0,-2.341139317E-1,3.724747896E-1,6.702713966E-1
8.290062101E0,-2.377791107E-1,3.553705812E-1,6.592758298E-1
8.292168768E0,-2.390008420E-1,3.321577311E-1,6.446150541E-1
8.294275382E0,-2.390008420E-1,3.138317764E-1,6.323977709E-1
8.296381997E0,-2.414443046E-1,2.906189263E-1,6.177369952E-1
8.298488612E0,-2.451094985E-1,2.661843300E-1,6.067414284E-1
8.300595226E0,-2.475529462E-1,2.490801066E-1,5.933024287E-1
8.302701841E0,-2.487746775E-1,2.270889878E-1,5.798633695E-1
8.304808455E0,-2.536616027E-1,2.050978541E-1,5.676460862E-1
8.306915070E0,-2.561050653E-1,1.867718995E-1,5.542070866E-1
8.309021737E0,-2.609919906E-1,1.660024971E-1,5.444332361E-1
8.311128299E0,-2.658788860E-1,1.464548260E-1,5.334376693E-1
8.313234966E0,-2.695440948E-1,1.232419685E-1,5.236638188E-1
8.315341580E0,-2.756527364E-1,1.049160287E-1,5.138899684E-1
8.317448195E0,-2.780961990E-1,9.147699922E-2,5.065596104E-1
8.319554809E0,-2.854265571E-1,7.437278330E-2,5.004509687E-1
8.321661424E0,-2.952004075E-1,6.093376130E-2,4.943423271E-1
8.323768039E0,-3.025307953E-1,4.993819445E-2,4.882336855E-1
8.325874653E0,-3.135263622E-1,4.016435891E-2,4.796815813E-1
8.327981268E0,-3.220784664E-1,2.550360374E-2,4.735729098E-1
8.330087882E0,-3.294088244E-1,1.572976820E-2,4.662425518E-1
8.332194497E0,-3.367392123E-1,5.955931731E-3,4.601338804E-1
8.334301164E0,-3.428478539E-1,-1.374445739E-3,4.528035223E-1
8.336407778E0,-3.501782417E-1,-6.261364091E-3,4.466948807E-1
8.338514393E0,-3.550651670E-1,-1.114828233E-2,4.405862093E-1
8.340621007E0,-3.599520624E-1,-1.237001177E-2,4.356993139E-1
8.342727622E0,-3.672824502E-1,-1.359174121E-2,4.295906425E-1
8.344834237E0,-3.733910918E-1,-1.359174121E-2,4.234820008E-1
8.346940851E0,-3.794997334E-1,-1.237001177E-2,4.185950756E-1
8.349047466E0,-3.868301213E-1,-1.114828233E-2,4.112647176E-1
8.351154132E0,-3.953822255E-1,-9.926552884E-3,4.075995386E-1
8.353260747E0,-4.002691507E-1,-5.039634649E-3,4.039343297E-1
8.355367362E0,-4.063777924E-1,-5.039634649E-3,4.014908671E-1
8.357473976E0,-4.112647176E-1,-1.527161949E-4,3.990474045E-1
8.359580591E0,-4.124864340E-1,2.290742937E-3,3.978256881E-1
8.361687205E0,-4.149298966E-1,8.399390616E-3,3.978256881E-1
8.363793820E0,-4.161516428E-1,1.084284950E-2,3.978256881E-1
8.365900434E0,-4.161516428E-1,1.572976820E-2,3.990474045E-1
8.368007049E0,-4.161516428E-1,2.061668597E-2,4.014908671E-1
8.370113664E0,-4.137081802E-1,2.428187430E-2,4.027126133E-1
8.372220330E0,-4.088212550E-1,2.672533318E-2,4.051560760E-1
8.374326945E0,-4.051560760E-1,3.039052337E-2,4.088212550E-1
8.376433559E0,-4.002691507E-1,3.527744114E-2,4.124864340E-1
8.378540174E0,-3.953822255E-1,4.382954910E-2,4.173733592E-1
8.380646789E0,-3.880518377E-1,4.260781780E-2,4.247037470E-1
8.382753403E0,-3.807214797E-1,4.505127668E-2,4.332558513E-1
8.384860018E0,-3.685041666E-1,5.238165334E-2,4.405862093E-1
8.386966632E0,-3.587303460E-1,5.482511222E-2,4.491383433E-1
8.389073247E0,-3.465130329E-1,6.337722391E-2,4.601338804E-1
8.391179914E0,-3.318522871E-1,6.948586553E-2,4.686860144E-1
8.393286476E0,-3.184132576E-1,7.559451461E-2,4.784598351E-1
8.395393143E0,-3.049742281E-1,8.659008145E-2,4.870119393E-1
8.397499757E0,-2.927569449E-1,8.536835015E-2,4.992292523E-1
8.399606372E0,-2.780961990E-1,9.392046183E-2,5.077813268E-1
8.401712987E0,-2.671006322E-1,9.514218569E-2,5.175551772E-1
8.403819601E0,-2.524398565E-1,1.012508348E-1,5.273290277E-1
8.405926216E0,-2.402225733E-1,1.049160287E-1,5.371028781E-1
8.408032882E0,-2.280052751E-1,1.073594838E-1,5.468766689E-1
8.410139445E0,-2.157879770E-1,1.110246703E-1,5.566505194E-1
8.412246112E0,-2.011272311E-1,1.183550507E-1,5.639809370E-1
8.414352726E0,-1.864664704E-1,1.183550507E-1,5.725330114E-1
8.416459341E0,-1.779143661E-1,1.244636998E-1,5.786416531E-1
8.418565955E0,-1.644753367E-1,1.305723488E-1,5.835285783E-1
8.420672570E0,-1.522580534E-1,1.366809905E-1,5.859720111E-1
8.422779184E0,-1.449276656E-1,1.342375278E-1,5.908589363E-1
8.424885799E0,-1.363755614E-1,1.391244531E-1,5.896372199E-1
8.426992414E0,-1.290451884E-1,1.427896470E-1,5.908589363E-1
8.429099080E0,-1.229365394E-1,1.488982886E-1,5.884155035E-1
8.431205695E0,-1.192713454E-1,1.452330947E-1,5.859720111E-1
8.433312309E0,-1.156061590E-1,1.415679157E-1,5.847502947E-1
8.435418924E0,-1.107192412E-1,1.440113783E-1,5.847502947E-1
8.437525539E0,-1.082757786E-1,1.476765573E-1,5.810851455E-1
8.439632153E0,-1.046105921E-1,1.452330947E-1,5.786416531E-1
8.441738768E0,-1.021671370E-1,1.403461844E-1,5.761982203E-1
8.443845382E0,-9.850194305E-2,1.366809905E-1,5.725330114E-1
8.445952049E0,-9.728021920E-2,1.281288862E-1,5.700895786E-1
8.448058664E0,-9.483675659E-2,1.293506175E-1,5.664243698E-1
8.450165278E0,-9.483675659E-2,1.232419685E-1,5.639809370E-1
8.452271893E0,-9.361502528E-2,1.195767820E-1,5.590940118E-1
8.454378507E0,-9.605848789E-2,1.098029464E-1,5.566505194E-1
8.456485122E0,-9.117157012E-2,1.073594838E-1,5.517635942E-1
8.458591737E0,-9.239330143E-2,9.636391699E-2,5.480984449E-1
8.460698351E0,-9.117157012E-2,9.025526792E-2,5.444332361E-1
8.462804966E0,-8.994983882E-2,8.292489499E-2,5.419898033E-1
8.464911580E0,-8.506292105E-2,7.559451461E-2,5.395463109E-1
8.467018195E0,-8.139773458E-2,6.826414168E-2,5.346593857E-1
8.469124862E0,-7.895427197E-2,5.726857483E-2,5.309942365E-1
8.471231476E0,-7.651081681E-2,5.115992576E-2,5.261073112E-1
8.473338091E0,-7.162389904E-2,4.016435891E-2,5.175551772E-1
8.475444705E0,-6.551524997E-2,3.039052337E-2,5.126682520E-1
8.477551320E0,-6.185005978E-2,2.183841541E-2,5.065596104E-1
8.479657934E0,-5.574141070E-2,1.572976820E-2,5.004509687E-1
8.481764549E0,-5.085449293E-2,-1.374445739E-3,4.931205809E-1
8.483871164E0,-4.474584386E-2,-1.237001177E-2,4.882336855E-1
8.485977830E0,-3.497200832E-2,-2.825249545E-2,4.821250141E-1
8.488084445E0,-2.764163166E-2,-4.657844082E-2,4.760163724E-1
8.490191059E0,-1.786779426E-2,-6.123919412E-2,4.711294472E-1
8.492297674E0,-4.428769462E-3,-7.956513762E-2,4.650208056E-1
8.494404289E0,6.566796452E-3,-9.422589093E-2,4.576904476E-1
8.496510903E0,1.878409274E-2,-1.113301069E-1,4.528035223E-1
8.498617518E0,3.466657549E-2,-1.223256737E-1,4.479165971E-1
8.500724132E0,5.054906011E-2,-1.357647032E-1,4.418079555E-1
8.502830747E0,6.520981342E-2,-1.492037177E-1,4.369210303E-1
8.504937414E0,7.864884287E-2,-1.601992846E-1,4.308123887E-1
8.507044028E0,9.208786488E-2,-1.675296724E-1,4.259254634E-1
8.509150643E0,1.030834317E-1,-1.785252392E-1,4.198168218E-1
8.511257257E0,1.189659163E-1,-1.895207912E-1,4.124864340E-1
8.513363872E0,1.299614757E-1,-2.041815519E-1,4.051560760E-1
8.515470487E0,1.372918636E-1,-2.200640440E-1,3.978256881E-1
8.517577101E0,1.482874304E-1,-2.335030586E-1,3.904953003E-1
8.519683716E0,1.568395346E-1,-2.420551628E-1,3.819431961E-1
8.521790330E0,1.629481763E-1,-2.542724609E-1,3.733910918E-1
8.523896945E0,1.666133702E-1,-2.689332068E-1,3.660607338E-1
8.526003612E0,1.715002805E-1,-2.762635946E-1,3.587303460E-1
8.528110226E0,1.739437431E-1,-2.848156989E-1,3.513999581E-1
8.530216841E0,1.715002805E-1,-2.933678031E-1,3.440696001E-1
8.532323455E0,1.715002805E-1,-3.006981909E-1,3.379609287E-1
8.534430070E0,1.690568328E-1,-3.055851161E-1,3.306305707E-1
8.536536684E0,1.666133702E-1,-3.129154742E-1,3.220784664E-1
8.538643299E0,1.641699076E-1,-3.178023994E-1,3.159697950E-1
8.540749914E0,1.641699076E-1,-3.214675784E-1,3.086394370E-1
8.542856580E0,1.617264450E-1,-3.263545036E-1,3.000873327E-1
8.544963195E0,1.592829973E-1,-3.312414289E-1,2.927569449E-1
8.547069809E0,1.580612659E-1,-3.312414289E-1,2.854265571E-1
8.549176424E0,1.556178033E-1,-3.300196826E-1,2.768744528E-1
8.551283039E0,1.507308781E-1,-3.275762498E-1,2.683223486E-1
8.553389653E0,1.458439678E-1,-3.263545036E-1,2.585485280E-1
8.555496320E0,1.372918636E-1,-3.251327872E-1,2.499964088E-1
8.557602882E0,1.287397593E-1,-3.214675784E-1,2.390008420E-1
8.559709549E0,1.189659163E-1,-3.165806830E-1,2.267835438E-1
8.561816164E0,1.043051630E-1,-3.202458620E-1,2.157879770E-1
8.563922778E0,9.208786488E-2,-3.165806830E-1,2.035706937E-1
8.566029393E0,7.864884287E-2,-3.214675784E-1,1.925751269E-1
8.568136007E0,6.520981342E-2,-3.251327872E-1,1.791360974E-1
8.570242622E0,5.177079141E-2,-3.263545036E-1,1.693622619E-1
8.572349237E0,3.711003438E-2,-3.300196826E-1,1.571449637E-1
8.574455851E0,2.611446939E-2,-3.312414289E-1,1.461493969E-1
8.576562466E0,1.145371422E-2,-3.300196826E-1,1.363755614E-1
8.578669132E0,-7.635809598E-4,-3.275762498E-1,1.266017258E-1
8.580775747E0,-1.420260593E-2,-3.300196826E-1,1.180496216E-1
8.582882362E0,-2.764163166E-2,-3.275762498E-1,1.082757786E-1
8.584988976E0,-3.985892609E-2,-3.312414289E-1,1.021671370E-1
8.587095591E0,-5.085449293E-2,-3.275762498E-1,9.605848789E-2
8.589202205E0,-6.307178736E-2,-3.275762498E-1,9.117157012E-2
8.591308820E0,-7.284562290E-2,-3.275762498E-1,8.872810751E-2
8.593415434E0,-8.139773458E-2,-3.251327872E-1,8.384118974E-2
8.595522101E0,-9.361502528E-2,-3.251327872E-1,8.139773458E-2
8.597628716E0,-9.972367436E-2,-3.141372204E-1,7.528908551E-2
8.599735330E0,-1.131627038E-1,-3.190241456E-1,7.040216774E-2
8.601841945E0,-1.204930767E-1,-3.190241456E-1,6.185005978E-2
8.603948559E0,-1.339320987E-1,-3.263545036E-1,5.574141070E-2
8.606055174E0,-1.498145908E-1,-3.300196826E-1,4.718930274E-2
8.608161789E0,-1.608101577E-1,-3.312414289E-1,3.741546720E-2
8.610268403E0,-1.779143661E-1,-3.349066079E-1,2.764163166E-2
8.612375070E0,-2.011272311E-1,-3.361283541E-1,1.542433538E-2
8.614481684E0,-2.267835438E-1,-3.410152495E-1,3.207040019E-3
8.616588299E0,-2.536616027E-1,-3.507890999E-1,-1.267544460E-2
8.618694914E0,-2.854265571E-1,-3.568977416E-1,-3.100138716E-2
8.620801528E0,-3.220784664E-1,-3.654498458E-1,-4.810560122E-2
8.622908143E0,-3.587303460E-1,-3.727802336E-1,-6.887500733E-2
8.625014757E0,-3.990474045E-1,-3.825540543E-1,-9.208786488E-2
8.627121372E0,-4.418079555E-1,-3.911061883E-1,-1.128572673E-1
8.629228039E0,-4.845684767E-1,-3.996582925E-1,-1.372918636E-1
8.631334601E0,-5.309942365E-1,-4.106538594E-1,-1.580612659E-1
8.633441268E0,-5.713112950E-1,-4.118755758E-1,-1.812741160E-1
8.635547882E0,-6.104066372E-1,-4.179842174E-1,-2.044869810E-1
8.637654497E0,-6.507236958E-1,-4.192059636E-1,-2.252563834E-1
8.639761112E0,-6.861538887E-1,-4.143190384E-1,-2.472475171E-1
8.641867778E0,-7.179188132E-1,-4.118755758E-1,-2.655734718E-1
8.643974341E0,-7.447968721E-1,-4.021017551E-1,-2.826776803E-1
8.646080955E0,-7.680097222E-1,-3.898844421E-1,-2.961167097E-1
8.648187570E0,-7.875574231E-1,-3.740019500E-1,-3.046688139E-1
8.650294237E0,-8.022181988E-1,-3.507890999E-1,-3.144426346E-1
8.652400851E0,-8.119919896E-1,-3.287979662E-1,-3.168860972E-1
8.654507466E0,-8.193224072E-1,-3.006981909E-1,-3.181078434E-1
8.656614080E0,-8.181006312E-1,-2.677114904E-1,-3.132209182E-1
8.658720695E0,-8.119919896E-1,-2.408334464E-1,-3.058905303E-1
8.660827309E0,-8.009964228E-1,-2.054032832E-1,-2.948949635E-1
8.662933924E0,-7.863357067E-1,-1.724165827E-1,-2.802342176E-1
8.665040539E0,-7.655662894E-1,-1.382081509E-1,-2.631300092E-1
8.667147205E0,-7.386882305E-1,-1.015562713E-1,-2.411388755E-1
8.669253768E0,-7.069232464E-1,-7.101303339E-2,-2.179260105E-1
8.671360434E0,-6.714931130E-1,-3.313941509E-2,-1.910479665E-1
8.673467049E0,-6.323977709E-1,4.734201822E-3,-1.617264450E-1
8.675573664E0,-5.884155035E-1,4.505127668E-2,-1.275180280E-1
8.677680278E0,-5.407680273E-1,8.414662629E-2,-9.330959618E-2
8.679786893E0,-4.894554019E-1,1.220202371E-1,-5.665770918E-2
8.681893507E0,-4.393644929E-1,1.586721241E-1,-1.878409274E-2
8.684000174E0,-3.856084049E-1,1.977674663E-1,1.908952370E-2
8.686106789E0,-3.342957497E-1,2.295324355E-1,5.696314201E-2
8.688213403E0,-2.842048407E-1,2.612974048E-1,9.728021920E-2
8.690320018E0,-2.316704690E-1,2.906189263E-1,1.363755614E-1
8.692426632E0,-1.840230078E-1,3.138317764E-1,1.742491722E-1
8.694533247E0,-1.351538301E-1,3.370446563E-1,2.096793354E-1
8.696639862E0,-9.117157012E-2,3.541488647E-1,2.475529462E-1
8.698746476E0,-4.474584386E-2,3.749182522E-1,2.805396616E-1
8.700853143E0,-3.207040019E-3,3.920224607E-1,3.123046160E-1
8.702959757E0,3.466657549E-2,4.091266990E-1,3.416261375E-1
8.705066372E0,7.009673119E-2,4.189005196E-1,3.697259128E-1
8.707172987E0,1.055268943E-1,4.323395491E-1,3.917170465E-1
8.709279601E0,1.397353113E-1,4.408916533E-1,4.124864340E-1
8.711386216E0,1.702785641E-1,4.494437575E-1,4.295906425E-1
8.713492830E0,1.934914142E-1,4.470002949E-1,4.454731345E-1
8.715599445E0,2.142608166E-1,4.494437575E-1,4.564687014E-1
8.717706059E0,2.374736816E-1,4.482220411E-1,4.650208056E-1
8.719812674E0,2.533561587E-1,4.421133697E-1,4.711294472E-1
8.721919341E0,2.704603672E-1,4.347830117E-1,4.747946560E-1
8.724025955E0,2.814559340E-1,4.201222658E-1,4.747946560E-1
8.726132570E0,2.948949635E-1,4.017963111E-1,4.723511934E-1
8.728239184E0,3.022253513E-1,3.773617148E-1,4.674642682E-1
8.730345799E0,3.119991720E-1,3.565923274E-1,4.625773430E-1
8.732452414E0,3.242164850E-1,3.370446563E-1,4.540252388E-1
8.734559080E0,3.315468729E-1,3.065013885E-1,4.454731345E-1
8.736665643E0,3.352120519E-1,2.832885385E-1,4.344775677E-1
8.738772257E0,3.425424397E-1,2.503018379E-1,4.234820008E-1
8.740878924E0,3.462076187E-1,2.209803313E-1,4.112647176E-1
8.742985539E0,3.498727977E-1,1.892153621E-1,3.966039717E-1
8.745092153E0,3.547597229E-1,1.525634825E-1,3.843866587E-1
8.747198768E0,3.547597229E-1,1.134681329E-1,3.697259128E-1
8.749305382E0,3.608683646E-1,7.437278330E-2,3.562868834E-1
8.751411997E0,3.608683646E-1,3.772090003E-2,3.428478539E-1
8.753518612E0,3.657552898E-1,-1.374445739E-3,3.294088244E-1
8.755625226E0,3.718639314E-1,-3.680460155E-2,3.159697950E-1
8.757731893E0,3.755291104E-1,-7.223475724E-2,3.037525117E-1
8.759838507E0,3.779725730E-1,-1.064431891E-1,2.890917659E-1
8.761945122E0,3.840812445E-1,-1.333212405E-1,2.768744528E-1
8.764051737E0,3.865246773E-1,-1.614210159E-1,2.634354234E-1
8.766158351E0,3.901898861E-1,-1.907425225E-1,2.512181401E-1
8.768264966E0,3.926333487E-1,-2.151771188E-1,2.377791107E-1
8.770371632E0,3.975202441E-1,-2.347247899E-1,2.231183648E-1
8.772478247E0,3.975202441E-1,-2.542724609E-1,2.096793354E-1
8.774584862E0,3.987419903E-1,-2.701549530E-1,1.950185746E-1
8.776691476E0,3.987419903E-1,-2.823722363E-1,1.815795600E-1
